flatness_ratio,symmetry,crossflow,flow_velocity_path_1,flow_velocity_path_2,flow_velocity_path_3,flow_velocity_path_4,flow_velocity_path_5,flow_velocity_path_6,flow_velocity_path_7,flow_velocity_path_8,speed_of_sound_path_1,speed_of_sound_path_2,speed_of_sound_path_3,speed_of_sound_path_4,speed_of_sound_path_5,speed_of_sound_path_6,speed_of_sound_path_7,speed_of_sound_path_8,average_speed_of_sound,gain_1,gain_2,gain_3,gain_4,gain_5,gain_6,gain_7,gain_8,gain_9,gain_10,gain_11,gain_12,gain_13,gain_14,gain_15,gain_16,fault
0.833873191,1.009410731,0.99646667,5.5771785,6.834805833,6.686133,5.63058,5.660011333,6.8166515,6.679051,5.660756333,1486.147,1486.0855,1486.045167,1485.917333,1486.0915,1486.081833,1485.5475,1486.100167,1486.0035,34.015065,33.37890667,36.68194333,36.95963667,35.13600333,35.41341167,33.66536667,31.456055,34.11131833,33.16731833,36.66991167,36.81617167,35.94716333,35.916105,34.39616,31.83854333,0
0.834697184,1.010933575,0.993564517,5.600546833,6.805688667,6.697301167,5.5974165,5.700695333,6.808764,6.701913833,5.649571,1485.848333,1485.781667,1485.744333,1485.617333,1485.791667,1485.781833,1485.148167,1485.798833,1485.703011,34.04459667,33.39681167,36.68194333,36.954755,35.15390667,35.41155,33.706055,31.44954667,34.134115,33.16406333,36.68945333,36.83431,35.96354167,35.940755,34.35384167,31.84016833,0
0.840040117,1.009578515,0.995630485,5.611303,6.811330833,6.671680833,5.653000833,5.685516667,6.811768,6.6749865,5.695705333,1485.517333,1485.464667,1485.43,1485.311167,1485.471167,1485.461,1484.9175,1485.476833,1485.383958,34.059145,33.40331833,36.69108,36.96614667,35.16691833,35.444335,33.67675833,31.47133167,34.11946667,33.167315,36.687815,36.83168333,35.96679833,35.91936167,34.38801167,31.85481,0
0.837813868,1.009584388,0.996414481,5.599645333,6.817151,6.6794385,5.650740333,5.689511333,6.803487333,6.680015833,5.673037667,1485.177833,1485.116333,1485.077667,1484.963,1485.111833,1485.115,1484.581833,1485.1345,1485.036115,34.065755,33.40494833,36.7041,36.96614667,35.14576667,35.43945333,33.68815167,31.46744833,34.13148833,33.17870833,36.68131333,36.81780167,35.93161833,35.95865833,34.40167333,31.84830667,0
0.840070651,1.00983711,0.995891464,5.610457167,6.816334333,6.664991833,5.65191,5.681103167,6.80916,6.671143167,5.695187167,1484.770167,1484.7085,1484.674,1484.5575,1484.7145,1484.7075,1484.175667,1484.7185,1484.619541,34.05599,33.434145,36.70571833,36.96451,35.15553333,35.43619833,33.66373833,31.488605,34.14115167,33.16143667,36.69108,36.83593833,35.97981833,35.948895,34.38313667,31.86195667,0
0.835881753,1.006689657,0.998153504,4.671431,5.665665333,5.586656167,4.698661333,4.717950833,5.655157833,5.580118833,4.708117833,1484.016667,1483.974167,1483.939333,1483.816667,1483.974833,1483.974833,1483.440833,1483.991167,1483.891313,33.93880333,33.41796833,36.70898333,36.91057333,35.16041833,35.39876333,33.50748667,31.51441667,34.01041667,33.11418333,36.691705,36.80338833,35.95051167,35.94563833,34.10898333,31.94108,0
0.835540978,1.013631165,0.99651414,3.751176833,4.551086833,4.466559667,3.741156,3.800090333,4.54857,4.4547805,3.765493833,1484.107167,1484.064833,1484.019167,1483.9,1484.055,1484.064667,1483.531333,1484.0735,1483.978333,33.81673167,33.434145,36.71061167,36.86513333,35.15716167,35.36784,33.36415833,31.57487167,33.89648333,33.191015,36.67968833,36.77083167,35.94401,35.90657333,34.01343833,33.00193167,0
0.818937144,1.013151997,0.997341311,1.831307833,3.451950167,3.360914833,1.799601667,1.873981833,3.446335333,3.366594167,1.7900445,1484.3545,1484.318333,1484.183833,1484.1475,1484.3015,1484.319333,1483.785,1484.310167,1484.118771,33.715585,33.43161667,36.73818333,36.80338833,35.15118,35.33518833,33.13893167,31.61130333,33.81998667,33.34309667,36.67968667,36.7334,35.90331,35.90331167,33.87044333,33.07119,0
0.819853105,1.019611498,0.999468401,1.855410333,3.450018667,3.376931333,1.791519167,1.851510333,3.441496167,3.370033667,1.8174855,1484.538667,1484.501833,1484.468833,1484.331667,1484.4865,1484.5035,1483.9705,1484.505,1484.413438,33.71395833,33.44401167,36.71516,36.80816833,35.141515,35.34017,33.14118833,31.59765833,33.80696667,33.33811833,36.681315,36.7334,35.91796667,35.90331,33.86881333,33.06966333,0
0.831789954,1.011041953,0.998619959,1.856345,3.446030333,3.369303333,1.797675167,1.873301667,3.438313167,3.370153,1.804818,1484.618667,1484.581167,1484.548,1484.410833,1484.564167,1484.581167,1484.048833,1484.583167,1484.491115,33.70931,33.44400833,36.73177167,36.79514833,35.15391,35.33366,33.15195333,31.605795,33.815105,33.34635333,36.67643333,36.7334,35.91959333,35.8903,33.87695333,33.06803333,0
0.83154114,1.018430771,0.999360787,1.84694,3.445311667,3.3687375,1.8117735,1.857167833,3.441169833,3.369193833,1.813119667,1484.618,1484.591667,1484.559667,1484.411333,1484.576333,1484.593833,1484.0615,1484.5945,1484.503604,33.70768333,33.45051167,36.73177,36.80013333,35.15553333,35.318775,33.14544333,31.60579333,33.81161667,33.33811667,36.67806167,36.71851667,35.900065,35.91796833,33.88010833,33.06640833,0
0.835383566,1.018387347,0.997963537,1.845507,3.447196,3.3616065,1.814401667,1.869114,3.4444315,3.358661667,1.831968333,1484.609,1484.5735,1484.540167,1484.4035,1484.555333,1484.574333,1484.041,1484.575667,1484.484188,33.71396,33.43911667,36.73501667,36.798505,35.15879,35.33518667,33.13404833,31.61695333,33.81347833,33.35113667,36.674805,36.71851667,35.916105,35.89681,33.87369667,33.08168333,0
0.831666171,1.015494783,0.998517444,1.855798833,3.458085667,3.366408333,1.8018915,1.881406833,3.453401,3.361637167,1.803171833,1484.537167,1484.501667,1484.468,1484.331,1484.484167,1484.503,1483.97,1484.505333,1484.411667,33.73698,33.43750167,36.73501667,36.81478,35.15118,35.33103167,33.14869833,31.618815,33.81011167,33.34961,36.67643167,36.74804833,35.91796833,35.913085,33.88346333,33.06640833,0
0.81610193,1.018315061,0.999753701,1.898833833,1.191430333,1.134463833,1.841344833,1.901177,1.191071667,1.138488333,1.8373715,1484.1895,1484.160167,1484.116667,1483.9875,1484.138667,1484.160333,1483.618333,1484.1615,1484.069083,33.66048333,33.47168167,36.75781333,36.77083333,35.17831833,35.30914333,33.13639333,31.69043,33.77178833,33.416105,36.68619833,36.715495,35.90169167,35.90494667,33.73109667,33.18511833,0
0.811814146,1.013436515,0.99438474,8.137531833,10.18743667,10.08373833,8.1178695,8.361758833,10.19937667,10.08418333,8.1981715,1486.113,1486.037833,1486.010167,1485.9195,1486.063667,1486.035,1485.5015,1486.074,1485.969333,34.53776167,33.371395,36.70147333,37.11890667,35.315755,35.54514833,34.37011667,31.34111333,34.59635667,33.03060167,36.70573,36.974185,36.06933667,36.01050833,35.15461333,31.64160333,1
0.813179504,1.011169781,0.996533187,7.3118065,9.111541667,8.948978667,7.3149805,7.400117333,9.1041445,8.9553395,7.351346,1485.749667,1485.6815,1485.651667,1485.5595,1485.6985,1485.680667,1485.1485,1485.711,1485.610375,34.33105333,33.35449333,36.681315,37.06541833,35.17018333,35.491535,34.15517333,31.36318333,34.40755,33.053385,36.69170833,36.905915,36.00413,35.98307333,34.89410667,31.66917,1
0.811990988,1.00635785,0.99541041,6.410460167,8.013119,7.898693833,6.447076167,6.501593833,8.0007305,7.897353333,6.501019167,1485.198333,1485.148167,1485.111333,1485.1105,1485.153,1485.150333,1484.714667,1485.171667,1485.171375,34.11386833,33.35449333,36.67968667,36.99707,35.13915833,35.46874833,33.9109,31.39410667,34.149675,33.07191833,36.67317833,36.86035333,35.9847,35.968415,34.6875,31.77343667,1
0.809409199,1.015499871,0.995497391,5.459944,6.841937333,6.697505,5.431877833,5.544606,6.819347333,6.6980755,5.470741833,1484.711,1484.679667,1484.6545,1484.541333,1484.6745,1484.681167,1484.149833,1484.697333,1484.600167,34.01691833,33.35774833,36.68619667,36.93196833,35.11949333,35.41178667,33.719075,31.43164,34.10481833,33.09733,36.66504,36.811515,35.97819,35.90495,34.46614667,31.81551167,1
0.817711838,1.017959691,0.994151344,5.507136667,6.8007305,6.671800333,5.450438833,5.600013833,6.8111305,6.674195667,5.4873555,1485.017167,1484.978167,1484.954667,1484.840833,1484.970833,1484.979167,1484.444833,1484.991833,1484.897188,34.039715,33.34309833,36.68619833,36.917085,35.14577,35.41341167,33.71133,31.40397167,34.09668,33.13314,36.66341167,36.81779833,35.94889333,35.91634,34.44814333,31.81411667,1
0.814101748,1.019995518,0.995119148,5.516501167,6.8171305,6.677819333,5.403996667,5.571858833,6.811996667,6.6763115,5.474886333,1485.101,1485.1605,1485.136,1485.010667,1485.153,1485.1605,1484.618833,1485.175,1485.079438,34.01506667,33.36415667,36.67317667,36.91545667,35.11311667,35.41991333,33.733715,31.38606667,34.11946667,33.095705,36.65039167,36.805015,35.95866,35.91471167,34.41871333,31.809145,1
0.814976839,1.014751111,0.996844999,5.5051765,6.811494333,6.683147833,5.4597945,5.554471667,6.806643667,6.694463333,5.481548167,1485.116,1485.173333,1485.15,1485.038333,1485.167333,1485.174167,1484.641333,1485.19,1485.093813,34.051105,33.35449167,36.674805,36.93685,35.11949167,35.41819333,33.731095,31.39746167,34.11171167,33.11988167,36.64115333,36.80175667,35.94401,35.94716667,34.47101833,31.80914667,1
0.814190016,1.017948319,0.996099045,5.498617333,6.811381167,6.687119667,5.439595,5.576759333,6.8156005,6.676808333,5.464169833,1485.000333,1484.958333,1484.935,1484.816,1484.953667,1484.961833,1484.417333,1484.977667,1484.880011,34.01018333,33.359375,36.67643333,36.91381833,35.13175,35.418195,33.71419167,31.43164167,34.11458333,33.108715,36.67155,36.81966167,35.91936167,35.91447833,34.45963667,31.80110667,1
0.811483916,1.017911654,0.995656344,5.4654915,6.834651833,6.679866833,5.419944,5.573358167,6.806973833,6.6716135,5.463490667,1484.890333,1484.851,1484.817667,1484.718167,1484.843167,1484.853667,1484.311,1484.871667,1484.771108,34.071165,33.35775,36.67643167,36.93511333,35.13763167,35.41480667,33.74837167,31.41014833,34.09341667,33.11198167,36.65364667,36.80989833,35.95703167,35.916105,34.4515,31.8115,1
0.811060991,1.010110848,0.998896111,3.690734333,4.567015333,4.488601,3.631851833,3.7317865,4.561751667,4.479590333,3.613175167,1484.7515,1484.719167,1484.706833,1484.583,1484.706,1484.7305,1484.198833,1484.734333,1484.641646,33.7971,33.365885,36.69170833,36.81640833,35.11484333,35.34993333,33.400065,31.51139333,33.88183667,33.11916833,36.66015833,36.730145,35.90331,35.88867333,34.065755,31.94596333,1
0.809141114,1.015980406,0.999003803,1.8046305,3.460115833,3.380195167,1.715105,1.815055833,3.455311667,3.385591833,1.716611667,1484.509833,1484.491333,1484.471,1484.341667,1484.461667,1484.494667,1483.963167,1484.496833,1484.404146,33.67513,33.393555,36.70573,36.78111667,35.13175,35.30914333,33.16009,31.571615,33.79557333,33.18450333,36.65853167,36.70571667,35.88867167,35.87565167,33.91176167,33.03711,1
0.811089811,1.013370108,0.998515831,1.805401,3.461644833,3.385745833,1.738859833,1.818740167,3.458155333,3.381197,1.751755833,1484.593167,1484.576667,1484.555833,1484.418333,1484.546333,1484.578667,1484.047667,1484.581167,1484.488604,33.68489667,33.38867167,36.70898333,36.77734333,35.136005,35.31575667,33.16334833,31.58463667,33.78906167,33.191645,36.65101,36.70084667,35.8903,35.87890667,33.89311833,33.04514833,1
0.810136641,1.010715613,0.998339177,1.7911855,3.461088167,3.3846745,1.748191667,1.809141667,3.461110333,3.389171833,1.747418333,1484.545167,1484.519667,1484.509,1484.3815,1484.498833,1484.530833,1484.001333,1484.536,1484.441667,33.69619,33.38867167,36.70571833,36.781115,35.13174833,35.31087333,33.16009,31.59440167,33.800455,33.19417167,36.65101,36.71061,35.89518333,35.887045,33.89811,33.05013167,1
0.806011987,1.011997366,0.998196407,1.775439,3.468055333,3.388545167,1.731741167,1.800613,3.465856167,3.381063,1.73735,1484.510333,1484.494333,1484.475,1484.349333,1484.465,1484.497167,1483.967167,1484.501167,1484.407563,33.7018,33.400065,36.70898333,36.78059833,35.11198167,35.31575667,33.16334333,31.58789167,33.80371167,33.19164333,36.66341333,36.71711,35.89193,35.880535,33.90787833,33.048505,1
0.809967711,1.018436991,0.998835196,1.775959333,3.4648775,3.3817305,1.758411333,1.798943167,3.461585667,3.380678333,1.7541195,1484.486833,1484.471333,1484.451667,1484.3145,1484.441167,1484.474333,1483.944167,1484.479333,1484.384167,33.70605667,33.387045,36.71061167,36.78873667,35.141515,35.31575667,33.15195167,31.59114833,33.793945,33.191645,36.66015833,36.711005,35.90331167,35.88379,33.909505,33.05501333,1
0.843656907,1.001184504,0.996151196,8.443458833,10.13601833,10.073575,8.591171,8.548856833,10.110165,10.06750333,8.658111333,1485.191667,1485.119333,1485.104833,1485.151333,1485.1185,1485.116667,1484.691667,1485.194333,1485.161541,34.55891,33.45377667,36.718515,37.14681,35.31901,35.61198,34.344075,31.48535,34.61717833,33.08593833,36.71851667,37.00510833,36.11791833,36.056315,35.09114667,31.74901333,1
0.844738813,1.009106359,0.993141491,7.401803333,8.956997167,8.797149833,7.487861667,7.5679695,8.978198833,8.780316667,7.540459167,1485.314667,1485.161333,1485.148667,1485.171167,1485.154167,1485.159167,1484.734667,1485.317167,1485.19515,34.337565,33.45114833,36.69596333,37.07845,35.307615,35.56966167,34.08691333,31.44303667,34.39778667,33.08594,36.69433667,36.94173167,36.08073,36.00586,34.83561167,31.78157333,1
0.841191519,1.01095151,0.99869517,6.567438167,7.959839833,7.783035,6.616170667,6.643701167,7.941110833,7.767884833,6.6105915,1485.153167,1485.111833,1485.099333,1485.007667,1485.096167,1485.111,1484.588167,1485.160167,1485.041063,34.19108167,33.406575,36.69911,37.01311167,35.161045,35.4834,33.89485833,31.46907333,34.15943833,33.111745,36.69759167,36.89453167,36.03353,35.961915,34.64681167,31.809145,1
0.843066099,1.011789975,0.99640954,5.635805333,6.815761833,6.679369167,5.673657833,5.735371167,6.807973,6.661054333,5.6885755,1485.170667,1485.140667,1485.118167,1485.0175,1485.110333,1485.140167,1484.616667,1485.181333,1485.065688,34.04785167,33.39681,36.68194333,36.95800833,35.16367167,35.44170667,33.73535167,31.47884167,34.11783833,33.17871167,36.67643,36.83431,35.98631667,35.93750167,34.411435,31.87597833,1
0.845390443,1.009864339,0.999607554,5.683813833,6.805141833,6.677103167,5.691311167,5.710967667,6.784350167,6.678651667,5.6931605,1485.095833,1485.065667,1485.054167,1484.954667,1485.041333,1485.065,1484.541833,1485.107167,1484.990833,34.01691833,33.40494833,36.69170667,36.94661333,35.15390833,35.44596167,33.67350167,31.517905,34.11946667,33.154195,36.681315,36.84081,35.98795667,35.940755,34.44498667,31.858075,1
0.841533651,1.013866791,0.998813103,5.6837655,6.791111833,6.694044,5.6353935,5.734416,6.780643333,6.674335167,5.644394,1485.0175,1484.9865,1484.974333,1484.877333,1484.963833,1484.988,1484.4665,1485.031667,1484.913108,34.01041667,33.406575,36.67480333,36.95149667,35.15716167,35.45409833,33.74674667,31.47070333,34.119465,33.17057333,36.67643,36.81191833,35.99183833,35.96191333,34.45149833,31.843415,1
0.847096461,1.011076318,0.998714963,5.701469667,6.796140167,6.669719667,5.690930667,5.718178667,6.785347833,6.6810135,5.694465833,1484.956,1484.918333,1484.913667,1484.814833,1484.904167,1484.913333,1484.404667,1484.970333,1484.851917,34.03971333,33.41308667,36.69759,36.96116333,35.14088667,35.45571833,33.67014833,31.49186,34.11611167,33.164065,36.68194167,36.83756667,36.00160333,35.934145,34.41731833,31.88574167,1
0.84588518,1.013448459,0.997911313,5.670030333,6.8119755,6.654813167,5.675461833,5.719934833,6.791108,6.653008333,5.689049333,1484.910833,1484.8805,1484.869833,1484.771167,1484.857167,1484.881333,1484.359,1484.9175,1484.807191,34.03157667,33.419595,36.69170667,36.95800833,35.15390667,35.46061,33.68489667,31.496745,34.13086,33.14941333,36.68945167,36.831055,35.98144333,35.96517,34.44335833,31.87760333,1
0.841771955,1.01718815,0.996189143,5.673531833,6.810119,6.676706667,5.617168167,5.757110833,6.805681333,6.676018167,5.643517333,1484.916333,1484.884833,1484.8745,1484.7775,1484.864833,1484.886667,1484.363833,1484.9195,1484.81115,34.04197,33.41308667,36.69759167,36.94814333,35.16041667,35.47037833,33.70441667,31.50488167,34.10807167,33.17110167,36.687815,36.83105667,35.97981667,35.97005167,34.433595,31.877605,1
0.845176081,1.011307106,0.99950084,4.784153833,5.735891,5.616406833,4.793619667,4.8156115,5.7173915,5.6130755,4.7944495,1484.894,1484.871667,1484.8585,1484.755833,1484.841167,1484.873333,1484.351833,1484.9065,1484.794119,33.91903833,33.39843833,36.70898333,36.90419667,35.14739667,35.40039167,33.54491167,31.53906333,34.01691667,33.19336,36.67968833,36.78874,35.96354167,35.93161667,34.14479167,31.91155167,1
0.841871735,1.015106157,0.998161101,3.811093167,4.585036,4.494566333,3.808586833,3.861133333,4.580851167,4.488168833,3.797101167,1484.869,1484.857333,1484.844333,1484.731,1484.817667,1484.857,1484.334167,1484.884833,1484.774417,33.80533833,33.40810167,36.71875,36.83919333,35.16367167,35.35156167,33.38541667,31.57161667,33.90136833,33.14706833,36.66504,36.75781333,35.93414333,35.91634,34.07714833,31.99967667,1
0.839741714,1.015637198,0.998083839,1.853955333,3.431187,3.381161167,1.840844167,1.9006745,3.431469167,3.365958167,1.834159667,1484.811667,1484.8065,1484.793,1484.675,1484.761,1484.805,1484.183167,1484.818333,1484.710583,33.71396,33.41796833,36.73177,36.796875,35.15118167,35.33365833,33.15683667,31.61695333,33.79881667,33.315195,36.66666667,36.71516333,35.913085,35.90331833,33.89485667,33.09407667,1
0.839374064,1.011140175,0.999840191,1.865173,3.451819,3.357639667,1.841616833,1.8893615,3.4495795,3.351471833,1.8188365,1484.757833,1484.751333,1484.737333,1484.619333,1484.705333,1484.750667,1484.117667,1484.773667,1484.665396,33.70931167,33.41471333,36.71363333,36.805015,35.149015,35.336915,33.16985667,31.61695333,33.80108167,33.31356833,36.65853,36.711005,35.91471333,35.90169333,33.90136833,33.07119,1
